"LEAGUE","NAME","DY+/-","PLAYER ID","POS","SEASON","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV SHOTS","EV SH%","PP SHOTS","PP SH%","SHOTS","S%","TG","TP1","TP","TP/GP","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"WHL","Kevin King","DY+2","22487/kevin-king","F","2010","69","0.5362","0.1594","0.7391","20","17","9","37","7","4","3","11","1","2","0","0","0.00","0","0.00","0","0.00","28","51","63","0.9130","56.25","64","45","58.72","6.72","104","96","15.69","2.8266","1990-01-14","20.67","20.96","16","KTN","-","L","2008","-","-","-",""
"NCAA","Brendan Smith (89)","DY+3","20848/brendan-smith","D","2010","42","0.2381","0.5000","0.7381","4","6","15","10","11","10","6","21","0","0","0","0","0.00","0","0.00","0","0.00","15","31","52","1.2381","48.39","44","27","61.97","0.23","71","44","24.16","1.8327","1989-02-08","21.60","21.90","7","WIS","6'02","L","2007","DET (2007) - #27","DET","NYR",""
"WHL","Ryan Johansen","DY","27748/ryan-johansen","F","2010","71","0.4930","0.2113","0.7324","15","20","9","35","9","6","8","15","1","1","0","0","0.00","0","0.00","0","0.00","25","52","69","0.9718","48.00","63","45","58.33","5.11","124","109","14.47","3.0364","1992-07-31","18.13","18.42","19","POR","-","R","2010","CBJ (2010) - #4","CBJ","NSH",""
"NCAA","Tyler Ruegsegger","DY+4","18976/tyler-ruegsegger","F","2010","41","0.4634","0.2683","0.7317","11","8","5","19","5","6","6","11","0","0","0","0","0.00","0","0.00","0","0.00","16","30","41","1.0000","53.33","39","19","67.24","18.82","46","49","19.03","2.3070","1988-01-19","22.66","22.95","15","DEN","5'11","R","2006","TOR (2006) - #166","TOR","-",""
"OHL","Austin Watson","DY","26396/austin-watson","F","2010","52","0.5192","0.2115","0.7308","12","15","11","27","8","3","5","11","0","0","0","0","0.00","0","0.00","0","0.00","20","38","54","1.0385","52.63","46","31","59.74","- 3.98","137","78","14.04","3.1222","1992-01-13","18.67","18.97","14","PBO/WSR","-","R","2010","NSH (2010) - #18","NSH","OTT",""
"SHL","David Petrasek","DY+16","2765/david-petrasek","D","2010","52","0.2308","0.5000","0.7308","3","9","7","12","12","14","8","26","0","0","0","60","5.00","53","22.64","118","12.71","15","38","53","1.0192","39.47","46","28","62.16","9.22","72","64","22.80","1.9231","1976-02-01","34.62","34.92","22","HV71","6'01","R","1994","DET (1998) - #226","DET","-",""
"NCAA","Harry Zolnierczyk","DY+5","18499/harry-zolnierczyk","F","2010","37","0.4865","0.1622","0.7297","8","10","4","18","4","2","2","6","1","2","0","0","0.00","0","0.00","0","0.00","13","27","33","0.8919","50.00","29","39","42.65","- 5.08","42","46","21.91","1.9985","1987-09-01","23.04","23.33","7","BRN","5'11","L","2005","-","-","-",""
"SHL","Jukka Voutilainen","DY+12","6764/jukka-voutilainen","F","2010","37","0.3514","0.3243","0.7297","7","6","6","13","7","5","4","12","2","0","0","60","11.67","31","22.58","97","16.49","16","27","37","1.0000","56.00","26","17","60.47","3.18","59","44","18.70","2.3414","1980-05-14","30.34","30.63","39","HV71","5'10","R","1998","-","-","-",""
"NCAA","Marc Menzione","DY+7","14693/marc-menzione","F","2010","33","0.3030","0.3333","0.7273","3","7","1","10","6","5","4","11","2","1","0","0","0.00","0","0.00","0","0.00","11","24","29","0.8788","42.86","13","33","28.26","- 21.16","43","44","19.94","2.1882","1985-05-06","25.36","25.65","19","BEN","5'10","-","2003","-","-","-",""
"NCAA","Tyler McNeely","DY+5","17838/tyler-mcneely","F","2010","33","0.3939","0.2727","0.7273","5","8","2","13","6","3","2","9","1","1","0","0","0.00","0","0.00","0","0.00","12","24","28","0.8485","50.00","19","22","46.34","0.51","33","39","19.43","2.2457","1987-04-08","23.44","23.73","94","NOE","5'10","L","2005","-","-","-",""
"OHL","Brett Theberge","DY+2","22221/brett-theberge","F","2010","44","0.4545","0.2273","0.7273","10","10","3","20","8","2","1","10","1","1","0","0","0.00","0","0.00","0","0.00","19","32","36","0.8182","60.00","27","46","36.99","- 11.40","75","80","16.02","2.7243","1989-11-03","20.87","21.16","25","PBO","-","L","2008","-","-","-",""
"QMJHL","Nicolas Chouinard","DY+1","24225/nicolas-chouinard","F","2010","66","0.4697","0.1970","0.7273","20","11","8","31","7","6","3","13","2","2","0","0","0.00","0","0.00","241","12.03","29","48","59","0.8939","61.36","55","55","50.00","0.52","96","98","21.01","2.0773","1990-11-18","19.83","20.12","41","MTL","-","R","2009","-","-","-",""
"OHL","Alexander Burmistrov","DY","26054/alexander-burmistrov","F","2010","62","0.4355","0.1935","0.7258","15","12","8","27","4","8","12","12","3","3","0","0","0.00","0","0.00","0","0.00","22","45","65","1.0484","48.72","58","32","64.44","- 2.56","132","65","16.99","2.5625","1991-10-21","18.90","19.19","8","BAR","-","L","2010","WPG (2010) - #8","WPG","-",""
"NCAA","Eric Lampe","DY+6","16151/eric-lampe","F","2010","40","0.4250","0.2750","0.7250","7","10","6","17","5","6","2","11","1","0","0","0","0.00","0","0.00","0","0.00","13","29","37","0.9250","42.86","27","25","51.92","3.85","50","54","19.72","2.2054","1986-03-31","24.46","24.75","7","QUI","6'00","L","2004","-","-","-",""
"NCAA","Ray Kaunisto","DY+5","17496/ray-kaunisto","F","2010","40","0.5750","0.1500","0.7250","14","9","2","23","4","2","1","6","0","0","0","0","0.00","0","0.00","0","0.00","18","29","32","0.8000","62.07","36","15","70.59","19.50","47","45","17.39","2.5021","1987-02-07","23.61","23.90","71","NMU","6'04","L","2005","-","-","-",""
"NCAA","Greger Hanson","DY+4","19142/greger-hanson","F","2010","40","0.4000","0.3250","0.7250","11","5","8","16","5","8","1","13","0","0","0","0","0.00","0","0.00","0","0.00","16","29","38","0.9500","55.17","34","18","65.38","9.83","50","40","18.90","2.3011","1988-02-17","22.58","22.87","9","NMU","5'10","L","2006","-","-","-",""
"WHL","Matt Strueby","DY+2","22072/matt-strueby","F","2010","69","0.3768","0.3333","0.7246","22","4","8","26","14","9","1","23","1","0","0","0","0.00","0","0.00","0","0.00","37","50","59","0.8551","73.47","41","60","40.59","- 6.52","106","119","14.04","3.0973","1989-09-20","20.99","21.28","29","REG","-","R","2008","-","-","-",""
"AHL","Alexandre Picard (85-10)","DY+6","15338/alexandre-picard","F","2010","58","0.4483","0.2759","0.7241","16","10","5","26","10","6","3","16","0","0","0","0","0.00","0","0.00","173","15.03","26","42","50","0.8621","61.90","40","37","51.95","15.75","59","104","17.29","2.5124","1985-10-09","24.93","25.23","9","SA/SYR","6'02","L","2004","CBJ (2004) - #8","CBJ","-",""
"NCAA","Jordan Cyr","DY+6","16377/jordan-cyr","F","2010","29","0.4138","0.2069","0.7241","8","4","7","12","3","3","2","6","3","0","0","0","0.00","0","0.00","0","0.00","14","21","30","1.0345","61.11","22","20","52.38","6.48","28","33","20.32","2.1387","1986-05-12","24.34","24.64","14","HCR","5'09","L","2004","-","-","-",""
"WHL","Matt Fraser","DY+2","23426/matt-fraser","F","2010","65","0.6000","0.1231","0.7231","27","12","7","39","5","3","2","8","0","0","0","0","0.00","0","0.00","0","0.00","32","47","56","0.8615","68.09","61","37","62.24","8.98","106","93","14.67","2.9567","1990-05-20","20.32","20.61","11","KTN","-","L","2008","-","-","-",""
"NCAA","Cody Omilusik","DY+5","17115/cody-omilusik","F","2010","36","0.2778","0.3889","0.7222","8","2","7","10","9","5","1","14","1","1","0","0","0.00","0","0.00","0","0.00","18","26","34","0.9444","70.83","21","24","46.67","8.21","35","56","21.01","2.0628","1986-11-12","23.84","24.14","6","ARM","5'10","-","2005","-","-","-",""
"NCAA","Jack MacLellan","DY+4","19812/jack-maclellan","F","2010","36","0.4722","0.1389","0.7222","11","6","4","17","1","4","4","5","3","1","0","0","0.00","0","0.00","0","0.00","15","26","34","0.9444","54.55","23","29","44.23","- 2.71","46","52","19.56","2.2156","1988-06-05","22.28","22.57","27","BRN","5'11","L","2006","-","-","-",""
"QMJHL","Kelsey Tessier","DY+2","22499/kelsey-tessier","F","2010","54","0.4630","0.2593","0.7222","9","16","8","25","10","4","6","14","0","0","0","0","0.00","0","0.00","130","14.62","19","39","53","0.9815","48.72","45","26","63.38","10.81","92","83","17.53","2.4724","1990-01-16","20.66","20.96","90","MON/QUE","-","R","2008","COL (2008) - #110","COL","-",""
"QMJHL","Maxime Legault","DY+3","21170/maxime-legault","F","2010","43","0.4419","0.2558","0.7209","10","9","5","19","6","5","3","11","1","0","0","0","0.00","0","0.00","151","11.26","17","31","39","0.9070","53.33","36","13","73.47","21.50","66","61","17.44","2.4803","1989-03-28","21.46","21.76","54","CAP/SHA","-","R","2007","BUF (2009) - #194","BUF","-",""
"AHL","Brock Trotter","DY+5","17356/brock-trotter","F","2010","75","0.5067","0.1867","0.7200","24","14","16","38","10","4","7","14","2","0","0","0","0.00","0","0.00","165","21.82","36","54","77","1.0267","65.38","70","36","66.04","7.05","105","73","18.19","2.3743","1987-01-16","23.66","23.96","19","HAM","5'10","R","2005","-","-","-",""
"OHL","Jake Muzzin","DY+3","20945/jake-muzzin","D","2010","64","0.2500","0.4219","0.7188","5","11","8","16","9","18","13","27","1","2","0","0","0.00","0","0.00","0","0.00","15","46","67","1.0469","32.56","57","54","51.35","4.77","75","86","19.89","2.1683","1989-02-21","21.57","21.86","6","SSM","-","L","2007","PIT (2007) - #141","PIT","TOR",""
"OHL","Joe Pleckaitis","DY+3","21628/joe-pleckaitis","F","2010","64","0.6094","0.0313","0.7188","19","20","8","39","1","1","1","2","2","3","0","0","0.00","0","0.00","0","0.00","22","46","55","0.8594","48.78","60","46","56.60","7.35","99","102","15.83","2.7249","1989-06-13","21.26","21.55","20","KGN/SAG","-","L","2007","-","-","-",""
"AHL","Mathieu Darche","DY+15","3325/mathieu-darche","F","2010","32","0.5313","0.1875","0.7188","11","6","1","17","5","1","1","6","0","0","0","0","0.00","0","0.00","127","12.60","16","23","25","0.7813","69.57","28","20","58.33","- 3.57","39","24","19.42","2.2211","1976-11-26","33.80","34.10","21","HAM","6'01","L","1995","-","-","-",""
"WHL","Brad Ross","DY","27397/brad-ross","F","2010","71","0.5775","0.1408","0.7183","23","18","12","41","4","6","5","10","0","0","0","0","0.00","0","0.00","0","0.00","27","51","68","0.9577","52.94","70","43","61.95","10.63","117","111","14.66","2.9403","1992-05-28","18.30","18.59","18","POR","-","L","2010","TOR (2010) - #43","TOR","-",""
"SHL","Mikael Hakanson","DY+18","1936/mikael-hakanson","F","2010","39","0.3590","0.3590","0.7179","5","9","5","14","10","4","2","14","0","0","0","52","9.62","29","34.48","81","18.52","15","28","35","0.8974","53.57","28","13","68.29","11.67","47","36","15.78","2.7293","1974-05-31","36.29","36.58","51","LHC","6'03","L","1992","-","-","-",""
"NCAA","Malcolm Gwilliam","DY+7","14002/malcolm-gwilliam","F","2010","35","0.4286","0.2857","0.7143","8","7","4","15","6","4","1","10","0","0","0","0","0.00","0","0.00","0","0.00","14","25","30","0.8571","56.00","24","25","48.98","22.31","20","55","19.34","2.2161","1985-01-16","25.66","25.96","9","MTU","6'02","R","2003","-","-","-",""
"NCAA","Carl Hudson","DY+6","15580/carl-hudson","D","2010","35","0.2571","0.4571","0.7143","3","6","1","9","11","5","8","16","0","0","0","0","0.00","0","0.00","0","0.00","14","25","34","0.9714","56.00","30","24","55.56","4.42","45","43","24.09","1.7790","1986-01-02","24.70","25.00","2","CNS","6'01","R","2004","-","-","-",""
"QMJHL","David Labrecque","DY+2","22580/david-labrecque","F","2010","63","0.4286","0.2857","0.7143","16","11","4","27","7","11","14","18","0","0","0","0","0.00","0","0.00","197","11.68","23","45","63","1.0000","51.11","36","36","50.00","2.60","82","91","19.51","2.1969","1990-01-27","20.63","20.93","56","SHA","-","L","2008","PHI (2009) - #153","PHI","-",""
"WHL","Byron Froese","DY+1","24880/byron-froese","F","2010","70","0.3857","0.3143","0.7143","18","9","8","27","10","12","3","22","1","0","0","0","0.00","0","0.00","0","0.00","29","50","61","0.8714","57.14","50","25","66.67","3.88","108","64","13.66","3.1367","1991-03-12","19.51","19.80","14","EVT","-","R","2009","CHI (2009) - #119","CHI","CGY",""
"SHL","Martin Sonnenberg","DY+14","4182/martin-sonnenberg","F","2010","42","0.5714","0.1429","0.7143","15","9","10","24","5","1","2","6","0","0","0","69","21.74","25","20.00","95","21.05","20","30","42","1.0000","66.67","39","25","60.94","16.49","40","50","18.85","2.2736","1978-01-23","32.64","32.94","25","TIK","6'00","L","1996","-","-","-",""
"AHL","Chris Conner","DY+8","12208/chris-conner","F","2010","59","0.4237","0.2542","0.7119","13","12","9","25","4","11","5","15","2","0","0","0","0.00","0","0.00","177","10.73","19","42","56","0.9492","42.50","39","43","47.56","- 10.30","92","67","18.50","2.3084","1983-12-23","26.73","27.02","23","WBS","5'07","L","2002","-","-","-",""
"SHL","Marcus Kruger","DY+2","23472/marcus-kruger","F","2010","38","0.3684","0.3421","0.7105","4","10","4","14","7","6","0","13","0","0","0","32","12.50","18","38.89","50","22.00","11","27","31","0.8158","40.74","22","5","81.48","30.44","49","47","16.68","2.5553","1990-05-27","20.30","20.59","32","DIF","6'00","L","2008","CHI (2009) - #149","CHI","-",""
"OHL","Matt Tipoff","DY+1","24076/matt-tipoff","F","2010","69","0.3768","0.3333","0.7101","12","14","8","26","13","10","6","23","0","0","0","0","0.00","0","0.00","0","0.00","25","49","63","0.9130","51.02","52","53","49.52","4.27","105","127","16.13","2.6415","1990-10-04","19.95","20.24","72","BELV/KIT","-","L","2009","-","-","-",""
"QMJHL","Marco Scandella","DY+2","22789/marco-scandella","D","2010","31","0.2903","0.3226","0.7097","3","6","4","9","5","5","5","10","1","2","0","0","0.00","0","0.00","93","9.68","9","22","31","1.0000","42.11","35","29","54.69","22.13","28","58","26.51","1.6061","1990-02-23","20.56","20.86","6","VDO","-","L","2008","MIN (2008) - #55","MIN","STL",""
"WHL","Kellan Tochkin","DY+1","24693/kellan-tochkin","F","2010","72","0.4861","0.2222","0.7083","21","14","6","35","7","9","11","16","0","0","0","0","0.00","0","0.00","0","0.00","28","51","68","0.9444","54.90","55","26","67.90","4.90","109","64","13.89","3.0608","1991-02-15","19.58","19.88","16","EVT","-","R","2009","-","-","-",""
"OHL","Jordan Szwarz","DY+1","25311/jordan-szwarz","F","2010","65","0.5231","0.1538","0.7077","20","14","3","34","4","6","5","10","2","0","0","0","0.00","0","0.00","0","0.00","26","46","54","0.8308","54.55","50","38","56.82","1.87","111","91","14.45","2.9389","1991-05-14","19.34","19.63","10","SAG","-","R","2009","ARI (2009) - #97","ARI","-",""
"OHL","Thomas Nesbitt","DY+2","23614/thomas-nesbitt","F","2010","68","0.5588","0.1029","0.7059","25","13","6","38","5","2","3","7","3","0","0","0","0.00","0","0.00","0","0.00","33","48","57","0.8382","66.67","60","45","57.14","2.52","124","103","16.62","2.5488","1990-06-20","20.24","20.53","9","OTT","-","R","2008","-","-","-",""
"OHL","Casey Cizikas","DY+1","24779/casey-cizikas","F","2010","68","0.3824","0.3088","0.7059","15","11","7","26","9","12","7","21","1","0","0","0","0.00","0","0.00","0","0.00","25","48","62","0.9118","51.06","64","32","66.67","13.02","81","70","19.46","2.1759","1991-02-27","19.55","19.84","11","MISS","-","L","2009","NYI (2009) - #92","NYI","NYI",""
"QMJHL","Ryan Bourque","DY+1","24367/ryan-bourque","F","2010","44","0.5455","0.1364","0.7045","15","9","4","24","3","3","8","6","1","0","0","0","0.00","0","0.00","110","17.27","19","31","43","0.9773","60.00","40","28","58.82","1.87","86","65","17.54","2.4101","1991-01-03","19.70","19.99","91","QUE","-","L","2009","NYR (2009) - #80","NYR","-",""
"OHL","Corey Cowick","DY+3","21863/corey-cowick","F","2010","27","0.5556","0.1481","0.7037","12","3","2","15","3","1","0","4","0","0","0","0","0.00","0","0.00","0","0.00","15","19","21","0.7778","78.95","29","19","60.42","- 1.12","56","35","16.73","2.5238","1989-08-01","21.12","21.42","27","OTT","-","L","2007","OTT (2009) - #160","OTT","-",""
"QMJHL","Jeff Desjardins","DY+3","20740/jeff-desjardins","F","2010","67","0.4925","0.1791","0.7015","17","16","4","33","8","4","7","12","0","2","0","0","0.00","0","0.00","161","15.53","25","47","58","0.8657","55.56","55","42","56.70","3.11","112","97","18.26","2.3052","1989-01-24","21.64","21.94","17","ROU","-","L","2007","-","-","-",""
"NCAA","Mark Magnowski","DY+6","16355/mark-magnowski","F","2010","30","0.4000","0.2667","0.7000","6","6","4","12","4","4","2","8","0","1","0","0","0.00","0","0.00","0","0.00","10","21","27","0.9000","50.00","20","15","57.14","11.08","41","48","16.73","2.5109","1986-05-08","24.35","24.65","14","PRN","5'10","L","2004","-","-","-",""
"AHL","Mark Letestu","DY+7","14125/mark-letestu","F","2010","63","0.5079","0.1746","0.6984","17","15","5","32","4","7","6","11","0","1","0","0","0.00","0","0.00","217","9.68","21","44","55","0.8730","48.84","57","32","64.04","13.12","83","80","18.14","2.3102","1985-02-04","25.61","25.91","10","WBS","5'10","R","2003","-","-","-",""
"AHL","Andrew Gordon","DY+6","15502/andrew-gordon","F","2010","79","0.3924","0.3038","0.6962","18","13","11","31","19","5","5","24","0","0","0","0","0.00","0","0.00","195","18.97","37","55","71","0.8987","67.27","70","40","63.64","0.00","168","96","17.69","2.3612","1985-12-13","24.76","25.05","10","HER","5'11","R","2004","WSH (2004) - #197","WSH","-",""
"AHL","Patrick Dwyer","DY+9","11593/patrick-dwyer","F","2010","23","0.4783","0.1304","0.6957","6","5","2","11","3","0","1","3","2","0","0","0","0.00","0","0.00","81","13.58","11","16","19","0.8261","64.29","16","16","50.00","- 6.67","34","26","20.28","2.0584","1983-06-22","27.23","27.53","24","ALB","5'11","R","2001","WPG (2002) - #116","WPG","-",""
"AHL","Derek Armstrong","DY+19","1534/derek-armstrong","F","2010","46","0.3913","0.3043","0.6957","12","6","2","18","5","9","2","14","0","0","0","0","0.00","0","0.00","90","18.89","17","32","36","0.7826","53.13","29","21","58.00","11.68","63","73","15.73","2.6527","1973-04-23","37.39","37.69","17","PEO","6'00","R","1991","-","-","-",""
"AHL","Tyler Ennis","DY+2","22130/tyler-ennis","F","2010","69","0.3913","0.3043","0.6957","14","13","8","27","9","12","9","21","0","0","0","0","0.00","0","0.00","184","12.50","23","48","65","0.9420","47.92","46","42","52.27","0.49","87","81","18.68","2.2344","1989-10-06","20.94","21.24","11","POR","5'09","L","2008","BUF (2008) - #26","BUF","EDM",""
"OHL","Jason Wilson","DY+2","23178/jason-wilson","F","2010","46","0.5000","0.1957","0.6957","11","12","3","23","6","3","0","9","0","0","0","0","0.00","0","0.00","0","0.00","17","32","35","0.7609","53.13","39","44","46.99","0.05","69","78","16.46","2.5364","1990-04-15","20.42","20.71","15","OS","-","L","2008","NYR (2010) - #130","NYR","-",""
"AHL","Ryan Keller","DY+8","12300/ryan-keller","F","2010","72","0.4861","0.2083","0.6944","23","12","9","35","11","4","9","15","0","0","0","0","0.00","0","0.00","229","14.85","34","50","68","0.9444","68.00","57","49","53.77","13.09","83","121","18.61","2.2388","1984-01-06","26.69","26.99","28","BNG","5'11","R","2002","-","-","-",""
